Stash_Peak_During_Access,CDF
0,0.0008352474420547087
0,0.0008443262185987816
0,0.0008534049951428545
0,0.0008624837716869275
0,0.0008715625482310004
0,0.0008806413247750733
0,0.0008897201013191462
0,0.0008987988778632192
0,0.0009078776544072921
0,0.000916956430951365
0,0.0009260352074954379
0,0.0009351139840395108
0,0.0009441927605835838
0,0.0009532715371276567
0,0.0009623503136717296
0,0.0009714290902158025
0,0.0009805078667598755
0,0.0009895866433039483
0,0.0009986654198480213
0,0.0010077441963920943
0,0.001016822972936167
0,0.00102590174948024
0,0.0010349805260243129
0,0.0010440593025683859
0,0.001053138079112459
0,0.0010622168556565317
0,0.0010712956322006047
0,0.0010803744087446775
0,0.0010894531852887505
0,0.0010985319618328235
0,0.0011076107383768963
0,0.0011166895149209693
0,0.001125768291465042
0,0.001134847068009115
0,0.001143925844553188
0,0.0011530046210972609
0,0.0011620833976413339
0,0.0011711621741854069
0,0.0011802409507294797
0,0.0011893197272735527
0,0.0011983985038176255
0,0.0012074772803616985
0,0.0012165560569057715
0,0.0012256348334498443
0,0.0012347136099939173
0,0.00124379238653799
0,0.001252871163082063
0,0.001261949939626136
0,0.0012710287161702089
0,0.0012801074927142819
0,0.0012891862692583547
0,0.0012982650458024277
0,0.0013073438223465007
0,0.0013164225988905735
0,0.0013255013754346465
0,0.0013345801519787192
0,0.0013436589285227923
0,0.0013527377050668653
0,0.001361816481610938
0,0.001370895258155011
0,0.001379974034699084
0,0.0013890528112431568
0,0.0013981315877872299
0,0.0014072103643313026
0,0.0014162891408753756
0,0.0014253679174194487
0,0.0014344466939635214
0,0.0014435254705075944
0,0.0014526042470516672
0,0.0014616830235957402
0,0.0014707618001398132
0,0.001479840576683886
0,0.001488919353227959
0,0.0014979981297720318
0,0.0015070769063161048
0,0.0015161556828601778
0,0.0015252344594042506
0,0.0015343132359483236
0,0.0015433920124923964
0,0.0015524707890364694
0,0.0015615495655805424
0,0.0015706283421246152
0,0.0015797071186686882
0,0.0015887858952127612
0,0.001597864671756834
0,0.001606943448300907
0,0.0016160222248449798
0,0.0016251010013890528
0,0.0016341797779331258
0,0.0016432585544771986
0,0.0016523373310212716
0,0.0016614161075653444
0,0.0016704948841094174
0,0.0016795736606534904
0,0.0016886524371975632
0,0.0016977312137416362
0,0.001706809990285709
0,0.001715888766829782
0,0.001724967543373855
0,0.0017340463199179278
0,0.0017431250964620008
0,0.0017522038730060736
0,0.0017612826495501466
0,0.0017703614260942196
0,0.0017794402026382924
0,0.0017885189791823654
0,0.0017975977557264384
0,0.0018066765322705112
0,0.0018157553088145842
0,0.001824834085358657
0,0.00183391286190273
0,0.001842991638446803
0,0.0018520704149908758
0,0.0018611491915349488
0,0.0018702279680790216
0,0.0018793067446230946
0,0.0018883855211671676
0,0.0018974642977112404
0,0.0019065430742553134
0,0.0019156218507993862
0,0.0019247006273434592
0,0.0019337794038875322
0,0.001942858180431605
0,0.001951936956975678
0,0.001961015733519751
0,0.001970094510063824
0,0.0019791732866078966
0,0.0019882520631519696
0,0.0019973308396960426
0,0.0020064096162401156
0,0.0020154883927841886
0,0.002024567169328261
0,0.002033645945872334
0,0.002042724722416407
0,0.00205180349896048
0,0.002060882275504553
0,0.0020699610520486258
0,0.0020790398285926988
0,0.0020881186051367718
0,0.0020971973816808448
0,0.002106276158224918
0,0.0021153549347689904
0,0.0021244337113130634
0,0.0021335124878571364
0,0.0021425912644012094
0,0.0021516700409452824
0,0.002160748817489355
0,0.002169827594033428
0,0.002178906370577501
0,0.002187985147121574
0,0.002197063923665647
0,0.0022061427002097195
0,0.0022152214767537926
0,0.0022243002532978656
0,0.0022333790298419386
0,0.0022424578063860116
0,0.002251536582930084
0,0.002260615359474157
0,0.00226969413601823
0,0.002278772912562303
0,0.002287851689106376
0,0.0022969304656504487
0,0.0023060092421945217
0,0.0023150880187385947
0,0.0023241667952826678
0,0.0023332455718267408
0,0.0023423243483708138
0,0.0023514031249148863
0,0.0023604819014589593
0,0.0023695606780030323
0,0.0023786394545471054
0,0.0023877182310911784
0,0.002396797007635251
0,0.002405875784179324
0,0.002414954560723397
0,0.00242403333726747
0,0.002433112113811543
0,0.0024421908903556155
0,0.0024512696668996885
0,0.0024603484434437615
0,0.0024694272199878345
0,0.0024785059965319075
0,0.00248758477307598
0,0.002496663549620053
0,0.002505742326164126
0,0.002514821102708199
0,0.002523899879252272
0,0.0025329786557963447
0,0.0025420574323404177
0,0.0025511362088844907
0,0.0025602149854285637
0,0.0025692937619726367
0,0.0025783725385167093
0,0.0025874513150607823
0,0.0025965300916048553
0,0.0026056088681489283
0,0.0026146876446930013
0,0.002623766421237074
0,0.002632845197781147
0,0.00264192397432522
0,0.002651002750869293
0,0.002660081527413366
0,0.0026691603039574385
0,0.0026782390805015115
0,0.0026873178570455845
0,0.0026963966335896575
0,0.0027054754101337305
0,0.002714554186677803
0,0.002723632963221876
0,0.002732711739765949
0,0.002741790516310022
0,0.002750869292854095
0,0.002759948069398168
0,0.0027690268459422407
0,0.0027781056224863137
0,0.0027871843990303867
0,0.0027962631755744597
0,0.0028053419521185327
0,0.0028144207286626053
0,0.0028234995052066783
0,0.0028325782817507513
0,0.0028416570582948243
0,0.0028507358348388973
0,0.00285981461138297
0,0.002868893387927043
0,0.002877972164471116
0,0.002887050941015189
0,0.002896129717559262
0,0.0029052084941033345
0,0.0029142872706474075
0,0.0029233660471914805
0,0.0029324448237355535
0,0.0029415236002796265
0,0.002950602376823699
0,0.002959681153367772
0,0.002968759929911845
0,0.002977838706455918
0,0.002986917482999991
0,0.0029959962595440637
0,0.0030050750360881367
0,0.0030141538126322097
0,0.0030232325891762827
0,0.0030323113657203557
0,0.0030413901422644283
0,0.0030504689188085013
0,0.0030595476953525743
0,0.0030686264718966473
0,0.0030777052484407203
0,0.003086784024984793
0,0.003095862801528866
0,0.003104941578072939
0,0.003114020354617012
0,0.003123099131161085
0,0.0031321779077051574
0,0.0031412566842492304
0,0.0031503354607933035
0,0.0031594142373373765
0,0.0031684930138814495
0,0.0031775717904255225
0,0.003186650566969595
0,0.003195729343513668
0,0.003204808120057741
0,0.003213886896601814
0,0.003222965673145887
0,0.0032320444496899596
0,0.0032411232262340326
0,0.0032502020027781056
0,0.0032592807793221787
0,0.0032683595558662517
0,0.0032774383324103242
0,0.0032865171089543972
0,0.0032955958854984702
0,0.0033046746620425432
0,0.0033137534385866163
0,0.003322832215130689
0,0.003331910991674762
0,0.003340989768218835
0,0.003350068544762908
0,0.003359147321306981
0,0.0033682260978510534
0,0.0033773048743951264
0,0.0033863836509391994
0,0.0033954624274832724
0,0.0034045412040273454
0,0.003413619980571418
0,0.003422698757115491
0,0.003431777533659564
0,0.003440856310203637
0,0.00344993508674771
0,0.0034590138632917826
0,0.0034680926398358556
0,0.0034771714163799286
0,0.0034862501929240016
0,0.0034953289694680746
0,0.003504407746012147
0,0.00351348652255622
0,0.003522565299100293
0,0.0035316440756443662
0,0.0035407228521884392
0,0.003549801628732512
0,0.003558880405276585
0,0.003567959181820658
0,0.003577037958364731
0,0.003586116734908804
0,0.003595195511452877
0,0.0036042742879969494
0,0.0036133530645410224
0,0.0036224318410850954
0,0.0036315106176291684
0,0.0036405893941732414
0,0.003649668170717314
0,0.003658746947261387
0,0.00366782572380546
0,0.003676904500349533
0,0.003685983276893606
0,0.0036950620534376786
0,0.0037041408299817516
0,0.0037132196065258246
0,0.0037222983830698976
0,0.0037313771596139706
0,0.003740455936158043
0,0.003749534712702116
0,0.003758613489246189
0,0.003767692265790262
0,0.003776771042334335
0,0.0037858498188784078
0,0.0037949285954224808
0,0.003804007371966554
0,0.003813086148510627
0,0.0038221649250547
0,0.0038312437015987724
0,0.0038403224781428454
0,0.0038494012546869184
0,0.0038584800312309914
0,0.0038675588077750644
0,0.003876637584319137
0,0.00388571636086321
0,0.003894795137407283
0,0.003903873913951356
0,0.003912952690495429
0,0.003922031467039502
0,0.003931110243583575
0,0.003940189020127648
0,0.00394926779667172
0,0.003958346573215793
0,0.003967425349759866
0,0.003976504126303939
0,0.003985582902848012
0,0.003994661679392085
0,0.004003740455936158
0,0.004012819232480231
0,0.004021898009024304
0,0.004030976785568377
0,0.004040055562112449
0,0.004049134338656522
0,0.004058213115200595
0,0.004067291891744668
0,0.004076370668288741
0,0.004085449444832814
0,0.004094528221376887
0,0.00410360699792096
0,0.004112685774465033
0,0.004121764551009106
0,0.0041308433275531785
0,0.0041399221040972515
0,0.0041490008806413245
0,0.0041580796571853975
0,0.0041671584337294705
0,0.0041762372102735435
0,0.0041853159868176166
0,0.0041943947633616896
0,0.0042034735399057626
0,0.004212552316449836
0,0.004221631092993908
0,0.004230709869537981
0,0.004239788646082054
0,0.004248867422626127
0,0.0042579461991702
0,0.004267024975714273
0,0.004276103752258346
0,0.004285182528802419
0,0.004294261305346492
0,0.004303340081890565
0,0.004312418858434638
0,0.00432149763497871
0,0.004330576411522783
0,0.004339655188066856
0,0.004348733964610929
0,0.004357812741155002
0,0.004366891517699075
0,0.004375970294243148
0,0.004385049070787221
0,0.004394127847331294
0,0.004403206623875367
0,0.004412285400419439
0,0.004421364176963512
0,0.004430442953507585
0,0.004439521730051658
0,0.004448600506595731
0,0.004457679283139804
0,0.004466758059683877
0,0.00447583683622795
0,0.004484915612772023
0,0.004493994389316096
0,0.004503073165860168
0,0.004512151942404241
0,0.004521230718948314
0,0.004530309495492387
0,0.00453938827203646
0,0.004548467048580533
0,0.004557545825124606
0,0.004566624601668679
0,0.004575703378212752
0,0.004584782154756825
0,0.0045938609313008975
0,0.0046029397078449705
0,0.0046120184843890435
0,0.0046210972609331165
0,0.0046301760374771895
0,0.0046392548140212625
0,0.0046483335905653355
0,0.0046574123671094085
0,0.0046664911436534815
0,0.0046755699201975545
0,0.0046846486967416275
0,0.0046937274732857
0,0.004702806249829773
0,0.004711885026373846
0,0.004720963802917919
0,0.004730042579461992
0,0.004739121356006065
0,0.004748200132550138
0,0.004757278909094211
0,0.004766357685638284
0,0.004775436462182357
0,0.004784515238726429
0,0.004793594015270502
0,0.004802672791814575
0,0.004811751568358648
0,0.004820830344902721
0,0.004829909121446794
0,0.004838987897990867
0,0.00484806667453494
0,0.004857145451079013
0,0.004866224227623086
0,0.004875303004167158
0,0.004884381780711231
0,0.004893460557255304
0,0.004902539333799377
0,0.00491161811034345
0,0.004920696886887523
0,0.004929775663431596
0,0.004938854439975669
0,0.004947933216519742
0,0.004957011993063815
0,0.004966090769607887
0,0.00497516954615196
0,0.004984248322696033
0,0.004993327099240106
0,0.005002405875784179
0,0.005011484652328252
0,0.005020563428872325
0,0.005029642205416398
0,0.005038720981960471
0,0.005047799758504544
0,0.005056878535048616
0,0.005065957311592689
0,0.005075036088136762
0,0.0050841148646808354
0,0.0050931936412249084
0,0.0051022724177689814
0,0.0051113511943130545
0,0.0051204299708571275
0,0.0051295087474012005
0,0.0051385875239452735
0,0.0051476663004893465
0,0.005156745077033419
0,0.005165823853577492
0,0.005174902630121565
0,0.005183981406665638
0,0.005193060183209711
0,0.005202138959753784
0,0.005211217736297857
0,0.00522029651284193
0,0.005229375289386003
0,0.005238454065930076
0,0.005247532842474148
0,0.005256611619018221
0,0.005265690395562294
0,0.005274769172106367
0,0.00528384794865044
0,0.005292926725194513
0,0.005302005501738586
0,0.005311084278282659
0,0.005320163054826732
0,0.005329241831370805
0,0.005338320607914877
0,0.00534739938445895
0,0.005356478161003023
0,0.005365556937547096
0,0.005374635714091169
0,0.005383714490635242
0,0.005392793267179315
0,0.005401872043723388
0,0.005410950820267461
0,0.005420029596811534
0,0.005429108373355606
0,0.005438187149899679
0,0.005447265926443752
0,0.005456344702987825
0,0.005465423479531898
0,0.005474502256075971
0,0.005483581032620044
0,0.005492659809164117
0,0.00550173858570819
0,0.005510817362252263
0,0.005519896138796336
0,0.005528974915340408
0,0.005538053691884481
0,0.005547132468428554
0,0.005556211244972627
0,0.0055652900215167
0,0.005574368798060773
0,0.005583447574604846
0,0.005592526351148919
0,0.005601605127692992
0,0.005610683904237065
0,0.0056197626807811376
0,0.005628841457325211
0,0.005637920233869284
0,0.005646999010413357
0,0.00565607778695743
0,0.005665156563501503
0,0.005674235340045576
0,0.005683314116589649
0,0.005692392893133722
0,0.005701471669677795
0,0.005710550446221867
0,0.00571962922276594
0,0.005728707999310013
0,0.005737786775854086
0,0.005746865552398159
0,0.005755944328942232
0,0.005765023105486305
0,0.005774101882030378
0,0.005783180658574451
0,0.005792259435118524
0,0.005801338211662596
0,0.005810416988206669
0,0.005819495764750742
0,0.005828574541294815
0,0.005837653317838888
0,0.005846732094382961
0,0.005855810870927034
0,0.005864889647471107
0,0.00587396842401518
0,0.005883047200559253
0,0.005892125977103325
0,0.005901204753647398
0,0.005910283530191471
0,0.005919362306735544
0,0.005928441083279617
0,0.00593751985982369
0,0.005946598636367763
0,0.005955677412911836
0,0.005964756189455909
0,0.005973834965999982
0,0.005982913742544055
0,0.005991992519088127
0,0.0060010712956322
0,0.006010150072176273
0,0.006019228848720346
0,0.006028307625264419
0,0.006037386401808492
0,0.006046465178352565
0,0.006055543954896638
0,0.006064622731440711
0,0.006073701507984784
0,0.0060827802845288565
0,0.0060918590610729295
0,0.0061009378376170025
0,0.0061100166141610755
0,0.0061190953907051485
0,0.0061281741672492215
0,0.0061372529437932945
0,0.0061463317203373675
0,0.0061554104968814406
0,0.0061644892734255136
0,0.006173568049969586
0,0.006182646826513659
0,0.006191725603057732
0,0.006200804379601805
0,0.006209883156145878
0,0.006218961932689951
0,0.006228040709234024
0,0.006237119485778097
0,0.00624619826232217
0,0.006255277038866243
0,0.006264355815410315
0,0.006273434591954388
0,0.006282513368498461
0,0.006291592145042534
0,0.006300670921586607
0,0.00630974969813068
0,0.006318828474674753
0,0.006327907251218826
0,0.006336986027762899
0,0.006346064804306972
0,0.006355143580851045
0,0.006364222357395117
0,0.00637330113393919
0,0.006382379910483263
0,0.006391458687027336
0,0.006400537463571409
0,0.006409616240115482
0,0.006418695016659555
0,0.006427773793203628
0,0.006436852569747701
0,0.006445931346291774
0,0.006455010122835846
0,0.006464088899379919
0,0.006473167675923992
0,0.006482246452468065
0,0.006491325229012138
0,0.006500404005556211
0,0.006509482782100284
0,0.006518561558644357
0,0.00652764033518843
0,0.006536719111732503
0,0.0065457978882765755
0,0.0065548766648206485
0,0.0065639554413647215
0,0.0065730342179087945
0,0.0065821129944528675
0,0.0065911917709969405
0,0.0066002705475410135
0,0.0066093493240850865
0,0.0066184281006291595
0,0.0066275068771732325
0,0.006636585653717305
0,0.006645664430261378
0,0.006654743206805451
0,0.006663821983349524
0,0.006672900759893597
0,0.00668197953643767
0,0.006691058312981743
0,0.006700137089525816
0,0.006709215866069889
0,0.006718294642613962
0,0.006727373419158034
0,0.006736452195702107
0,0.00674553097224618
0,0.006754609748790253
0,0.006763688525334326
0,0.006772767301878399
0,0.006781846078422472
0,0.006790924854966545
0,0.006800003631510618
0,0.006809082408054691
0,0.006818161184598764
0,0.006827239961142836
0,0.006836318737686909
0,0.006845397514230982
0,0.006854476290775055
0,0.006863555067319128
0,0.006872633843863201
0,0.006881712620407274
0,0.006890791396951347
0,0.00689987017349542
0,0.006908948950039493
0,0.006918027726583565
0,0.006927106503127638
0,0.006936185279671711
0,0.006945264056215784
0,0.006954342832759857
0,0.00696342160930393
0,0.006972500385848003
0,0.006981579162392076
0,0.006990657938936149
0,0.006999736715480222
0,0.007008815492024294
0,0.007017894268568367
0,0.00702697304511244
0,0.007036051821656513
0,0.007045130598200586
0,0.0070542093747446594
0,0.0070632881512887324
0,0.0070723669278328054
0,0.0070814457043768785
0,0.0070905244809209515
0,0.007099603257465024
0,0.007108682034009097
0,0.00711776081055317
0,0.007126839587097243
0,0.007135918363641316
0,0.007144997140185389
0,0.007154075916729462
0,0.007163154693273535
0,0.007172233469817608
0,0.007181312246361681
0,0.007190391022905754
0,0.007199469799449826
0,0.007208548575993899
0,0.007217627352537972
0,0.007226706129082045
0,0.007235784905626118
0,0.007244863682170191
0,0.007253942458714264
0,0.007263021235258337
0,0.00727210001180241
0,0.007281178788346483
0,0.007290257564890555
0,0.007299336341434628
0,0.007308415117978701
0,0.007317493894522774
0,0.007326572671066847
0,0.00733565144761092
0,0.007344730224154993
0,0.007353809000699066
0,0.007362887777243139
0,0.007371966553787212
0,0.007381045330331284
0,0.007390124106875357
0,0.00739920288341943
0,0.007408281659963503
0,0.007417360436507576
0,0.007426439213051649
0,0.007435517989595722
0,0.007444596766139795
0,0.007453675542683868
0,0.007462754319227941
0,0.007471833095772013
0,0.007480911872316086
0,0.007489990648860159
0,0.007499069425404232
0,0.007508148201948305
0,0.007517226978492378
0,0.007526305755036451
0,0.007535384531580524
0,0.007544463308124597
0,0.00755354208466867
0,0.0075626208612127425
0,0.0075716996377568156
0,0.0075807784143008886
0,0.0075898571908449616
0,0.007598935967389035
0,0.007608014743933108
0,0.007617093520477181
0,0.007626172297021254
0,0.007635251073565327
0,0.0076443298501094
0,0.007653408626653473
0,0.007662487403197545
0,0.007671566179741618
0,0.007680644956285691
0,0.007689723732829764
0,0.007698802509373837
0,0.00770788128591791
0,0.007716960062461983
0,0.007726038839006056
0,0.007735117615550129
0,0.007744196392094202
0,0.007753275168638274
0,0.007762353945182347
0,0.00777143272172642
0,0.007780511498270493
0,0.007789590274814566
0,0.007798669051358639
0,0.007807747827902712
0,0.007816826604446785
0,0.007825905380990858
0,0.007834984157534931
0,0.007844062934079004
0,0.007853141710623077
0,0.00786222048716715
0,0.007871299263711223
0,0.007880378040255296
0,0.007889456816799367
0,0.00789853559334344
0,0.007907614369887513
0,0.007916693146431586
0,0.00792577192297566
0,0.007934850699519732
0,0.007943929476063805
0,0.007953008252607878
0,0.007962087029151951
0,0.007971165805696024
0,0.007980244582240097
0,0.00798932335878417
0,0.007998402135328243
0,0.008007480911872316
0,0.00801655968841639
0,0.008025638464960462
0,0.008034717241504535
0,0.008043796018048608
0,0.008052874794592681
0,0.008061953571136754
0,0.008071032347680827
0,0.008080111124224899
0,0.008089189900768972
0,0.008098268677313045
0,0.008107347453857118
0,0.00811642623040119
0,0.008125505006945264
0,0.008134583783489337
0,0.00814366256003341
0,0.008152741336577483
0,0.008161820113121556
0,0.008170898889665629
0,0.008179977666209702
0,0.008189056442753775
0,0.008198135219297848
0,0.00820721399584192
0,0.008216292772385994
0,0.008225371548930067
0,0.00823445032547414
0,0.008243529102018213
0,0.008252607878562286
0,0.008261686655106357
0,0.00827076543165043
0,0.008279844208194503
0,0.008288922984738576
0,0.008298001761282649
0,0.008307080537826722
0,0.008316159314370795
0,0.008325238090914868
0,0.008334316867458941
0,0.008343395644003014
0,0.008352474420547087
0,0.00836155319709116
0,0.008370631973635233
0,0.008379710750179306
0,0.008388789526723379
0,0.008397868303267452
0,0.008406947079811525
0,0.008416025856355598
0,0.008425104632899671
0,0.008434183409443744
0,0.008443262185987815
0,0.008452340962531888
0,0.008461419739075961
0,0.008470498515620034
0,0.008479577292164107
0,0.00848865606870818
0,0.008497734845252253
0,0.008506813621796326
0,0.0085158923983404
0,0.008524971174884472
0,0.008534049951428545
0,0.008543128727972618
0,0.008552207504516691
0,0.008561286281060764
0,0.008570365057604837
0,0.00857944383414891
0,0.008588522610692984
0,0.008597601387237057
0,0.00860668016378113
0,0.008615758940325203
0,0.008624837716869276
0,0.008633916493413347
0,0.00864299526995742
0,0.008652074046501493
0,0.008661152823045566
0,0.008670231599589639
0,0.008679310376133712
0,0.008688389152677785
0,0.008697467929221858
0,0.00870654670576593
0,0.008715625482310004
0,0.008724704258854077
0,0.00873378303539815
0,0.008742861811942223
0,0.008751940588486296
0,0.008761019365030369
0,0.008770098141574442
0,0.008779176918118515
0,0.008788255694662588
0,0.008797334471206661
0,0.008806413247750734
0,0.008815492024294805
0,0.008824570800838878
0,0.008833649577382951
0,0.008842728353927024
0,0.008851807130471097
0,0.00886088590701517
0,0.008869964683559243
0,0.008879043460103316
0,0.00888812223664739
0,0.008897201013191462
0,0.008906279789735535
0,0.008915358566279608
0,0.008924437342823681
0,0.008933516119367754
0,0.008942594895911827
0,0.0089516736724559
0,0.008960752448999973
0,0.008969831225544046
0,0.00897891000208812
0,0.008987988778632192
0,0.008997067555176265
0,0.009006146331720337
0,0.00901522510826441
0,0.009024303884808483
0,0.009033382661352556
0,0.009042461437896629
0,0.009051540214440702
0,0.009060618990984775
0,0.009069697767528848
0,0.00907877654407292
0,0.009087855320616994
0,0.009096934097161067
0,0.00910601287370514
0,0.009115091650249213
0,0.009124170426793286
0,0.009133249203337359
0,0.009142327979881432
0,0.009151406756425505
0,0.009160485532969578
0,0.00916956430951365
0,0.009178643086057724
0,0.009187721862601795
0,0.009196800639145868
0,0.009205879415689941
0,0.009214958192234014
0,0.009224036968778087
0,0.00923311574532216
0,0.009242194521866233
0,0.009251273298410306
0,0.009260352074954379
0,0.009269430851498452
0,0.009278509628042525
0,0.009287588404586598
0,0.009296667181130671
0,0.009305745957674744
0,0.009314824734218817
0,0.00932390351076289
0,0.009332982287306963
0,0.009342061063851036
0,0.009351139840395109
0,0.009360218616939182
0,0.009369297393483255
0,0.009378376170027326
0,0.0093874549465714
0,0.009396533723115472
0,0.009405612499659545
0,0.009414691276203618
0,0.009423770052747691
0,0.009432848829291764
0,0.009441927605835837
0,0.00945100638237991
0,0.009460085158923983
0,0.009469163935468056
0,0.00947824271201213
0,0.009487321488556202
0,0.009496400265100275
0,0.009505479041644348
0,0.009514557818188421
0,0.009523636594732494
0,0.009532715371276567
0,0.00954179414782064
0,0.009550872924364713
0,0.009559951700908785
0,0.009569030477452858
0,0.00957810925399693
0,0.009587188030541004
0,0.009596266807085077
0,0.00960534558362915
0,0.009614424360173223
0,0.009623503136717296
0,0.009632581913261369
0,0.009641660689805442
0,0.009650739466349515
0,0.009659818242893588
0,0.00966889701943766
0,0.009677975795981734
0,0.009687054572525807
0,0.00969613334906988
0,0.009705212125613953
0,0.009714290902158026
0,0.009723369678702099
0,0.009732448455246172
0,0.009741527231790245
0,0.009750606008334316
0,0.009759684784878389
0,0.009768763561422462
0,0.009777842337966535
0,0.009786921114510608
0,0.009795999891054681
0,0.009805078667598754
0,0.009814157444142827
0,0.0098232362206869
0,0.009832314997230973
0,0.009841393773775046
0,0.00985047255031912
0,0.009859551326863192
0,0.009868630103407265
0,0.009877708879951338
0,0.009886787656495411
0,0.009895866433039484
0,0.009904945209583557
0,0.00991402398612763
0,0.009923102762671703
0,0.009932181539215774
0,0.009941260315759847
0,0.00995033909230392
0,0.009959417868847993
0,0.009968496645392066
0,0.00997757542193614
0,0.009986654198480212
0,0.009995732975024285
0,0.010004811751568359
0,0.010013890528112432
0,0.010022969304656505
0,0.010032048081200578
0,0.01004112685774465
0,0.010050205634288724
0,0.010059284410832797
0,0.01006836318737687
0,0.010077441963920943
0,0.010086520740465016
0,0.010095599517009089
0,0.010104678293553162
0,0.010113757070097233
0,0.010122835846641306
0,0.010131914623185379
0,0.010140993399729452
0,0.010150072176273525
0,0.010159150952817598
0,0.010168229729361671
0,0.010177308505905744
0,0.010186387282449817
0,0.01019546605899389
0,0.010204544835537963
0,0.010213623612082036
0,0.010222702388626109
0,0.010231781165170182
0,0.010240859941714255
0,0.010249938718258328
0,0.010259017494802401
0,0.010268096271346474
0,0.010277175047890547
0,0.01028625382443462
0,0.010295332600978693
0,0.010304411377522764
0,0.010313490154066837
0,0.01032256893061091
0,0.010331647707154983
0,0.010340726483699056
0,0.01034980526024313
0,0.010358884036787202
0,0.010367962813331275
0,0.010377041589875348
0,0.010386120366419421
0,0.010395199142963494
0,0.010404277919507567
0,0.01041335669605164
0,0.010422435472595713
0,0.010431514249139786
0,0.01044059302568386
0,0.010449671802227932
0,0.010458750578772005
0,0.010467829355316078
0,0.010476908131860151
0,0.010485986908404223
0,0.010495065684948296
0,0.010504144461492369
0,0.010513223238036442
0,0.010522302014580515
0,0.010531380791124588
0,0.01054045956766866
0,0.010549538344212734
0,0.010558617120756807
0,0.01056769589730088
0,0.010576774673844953
0,0.010585853450389026
0,0.010594932226933099
0,0.010604011003477172
0,0.010613089780021245
0,0.010622168556565318
0,0.01063124733310939
0,0.010640326109653464
0,0.010649404886197537
0,0.01065848366274161
0,0.010667562439285683
0,0.010676641215829754
0,0.010685719992373827
0,0.0106947987689179
0,0.010703877545461973
0,0.010712956322006046
0,0.010722035098550119
0,0.010731113875094192
0,0.010740192651638265
0,0.010749271428182338
0,0.010758350204726411
0,0.010767428981270484
0,0.010776507757814557
0,0.01078558653435863
0,0.010794665310902703
0,0.010803744087446776
0,0.010812822863990849
0,0.010821901640534922
0,0.010830980417078995
0,0.010840059193623068
0,0.010849137970167141
0,0.010858216746711212
0,0.010867295523255285
0,0.010876374299799358
0,0.010885453076343431
0,0.010894531852887504
0,0.010903610629431577
0,0.01091268940597565
0,0.010921768182519723
0,0.010930846959063796
0,0.01093992573560787
0,0.010949004512151942
0,0.010958083288696015
0,0.010967162065240088
0,0.010976240841784161
0,0.010985319618328234
0,0.010994398394872307
0,0.01100347717141638
0,0.011012555947960453
0,0.011021634724504526
0,0.0110307135010486
0,0.011039792277592672
0,0.011048871054136744
0,0.011057949830680817
0,0.01106702860722489
0,0.011076107383768963
0,0.011085186160313036
0,0.011094264936857109
0,0.011103343713401182
0,0.011112422489945255
0,0.011121501266489328
0,0.0111305800430334
0,0.011139658819577474
0,0.011148737596121547
0,0.01115781637266562
0,0.011166895149209693
0,0.011175973925753766
0,0.011185052702297839
0,0.011194131478841912
0,0.011203210255385985
